family	hexa_id	diet
Unidentified	H_0506_Diptera_Diptera	unidentified
Crambidae	H_0507_Lepidoptera_Crambidae	herbivorous
Cecidomyiidae	H_0508_Diptera_Cecidomyiidae	variable
Unidentified	H_0509_Diptera_Diptera	unidentified
Dolichopodidae	H_0510_Diptera_Chrysotus	variable
Dictyopharidae	H_0511_Hemiptera_Dictyopharidae	herbivorous
Sciaridae	H_0512_Diptera_Sciaridae	detritivorous
Cecidomyiidae	H_0513_Diptera_Cecidomyiidae	variable
Unidentified	H_0514_Coleoptera_Coleoptera	unidentified
Ceratopogonidae	H_0515_Diptera_Culicoides	predatory/parasitic
Aphididae	H_0516_Hemiptera_Greenidea	herbivorous
Libellulidae	H_0517_Odonata_Pantala.flavescens	predatory/parasitic
Unidentified	H_0518_Diptera_Diptera	unidentified
Unidentified	H_0519_Diptera_Diptera	unidentified
Cecidomyiidae	H_0520_Diptera_Cystiphora	variable
Cecidomyiidae	H_0521_Diptera_Cecidomyiidae	variable
Hesperiidae	H_0522_Lepidoptera_Pelopidas.mathias	herbivorous
Unidentified	H_0524_Diptera_Diptera	unidentified
Unidentified	H_0525_Lepidoptera_Lepidoptera	unidentified
Sciaridae	H_0526_Diptera_Bradysia	detritivorous
Unidentified	H_0527_Diptera_Diptera	unidentified
Tipulidae	H_0528_Diptera_Tipulidae	herbivorous
Cecidomyiidae	H_0529_Diptera_Cecidomyiidae	variable
Unidentified	H_0530_Diptera_Diptera	unidentified
Unidentified	H_0531_Hemiptera_Hemiptera	unidentified
Sciaridae	H_0532_Diptera_Sciaridae	detritivorous
Formicidae	H_0533_Hymenoptera_Formica	predatory/parasitic
Cecidomyiidae	H_0534_Diptera_Cecidomyiidae	variable
Unidentified	H_0535_Diptera_Diptera	unidentified
Unidentified	H_0536_Lepidoptera_Lepidoptera	unidentified
Xyelidae	H_0537_Hymenoptera_Xyela	herbivorous
Cecidomyiidae	H_0538_Diptera_Cecidomyiidae	variable
Staphylinidae	H_0539_Coleoptera_Staphylinidae	variable
Sciaridae	H_0540_Diptera_Pseudolycoriella	detritivorous
Cecidomyiidae	H_0541_Diptera_Cecidomyiidae	variable
Braconidae	H_0543_Hymenoptera_Braconidae	predatory/parasitic
Thripidae	H_0544_Thysanoptera_Thripidae	herbivorous
Cicadellidae	H_0545_Hemiptera_Bothrogonia	herbivorous
Cecidomyiidae	H_0546_Diptera_Cecidomyiidae	variable
Unidentified	H_0547_Diptera_Diptera	unidentified
Unidentified	H_0548_Diptera_Diptera	unidentified
Mycetophilidae	H_0549_Diptera_Mycetophilidae	detritivorous
Chironomidae	H_0550_Diptera_Cricotopus	detritivorous
Empididae	H_0551_Diptera_Empididae	predatory/parasitic
Saldidae	H_0552_Hemiptera_Saldula	predatory/parasitic
Unidentified	H_0553_Diptera_Diptera	unidentified
Unidentified	H_0554_Hemiptera_Hemiptera	unidentified
Unidentified	H_0555_Hemiptera_Hemiptera	unidentified
Formicidae	H_0556_Hymenoptera_Lasius	predatory/parasitic
Unidentified	H_0557_Neuroptera_Neuroptera	unidentified
Dolichopodidae	H_0558_Diptera_Dolichopus.bigeniculatus	variable
Unidentified	H_0559_Diptera_Diptera	unidentified
Unidentified	H_0560_Lepidoptera_Lepidoptera	unidentified
Argidae	H_0562_Hymenoptera_Argidae	herbivorous
Aphididae	H_0563_Hemiptera_Aphididae	herbivorous
Miridae	H_0564_Hemiptera_Stenotus	variable
Cecidomyiidae	H_0565_Diptera_Cecidomyiidae	variable
Phoridae	H_0566_Diptera_Megaselia	variable
Hybotidae	H_0567_Diptera_Platypalpus	predatory/parasitic
Braconidae	H_0568_Hymenoptera_Braconidae	predatory/parasitic
Cecidomyiidae	H_0569_Diptera_Cecidomyiidae	variable
Chironomidae	H_0570_Diptera_Paratanytarsus	detritivorous
Noctuidae	H_0571_Lepidoptera_Noctuidae	herbivorous
Drosophilidae	H_0573_Diptera_Drosophilidae	variable
Unidentified	H_0575_Hemiptera_Hemiptera	unidentified
Chrysomelidae	H_0576_Coleoptera_Chrysomelidae	herbivorous
Formicidae	H_0578_Hymenoptera_Lasius	predatory/parasitic
Unidentified	H_0580_Diptera_Diptera	unidentified
Cecidomyiidae	H_0581_Diptera_Cecidomyiidae	variable
Chironomidae	H_0583_Diptera_Cricotopus	detritivorous
Anoeciidae	H_0584_Hemiptera_Anoecia	herbivorous
Unidentified	H_0585_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0587_Diptera_Diptera	unidentified
Unidentified	H_0588_Hemiptera_Hemiptera	unidentified
Aphididae	H_0589_Hemiptera_Aphididae	herbivorous
Braconidae	H_0590_Hymenoptera_Braconidae	predatory/parasitic
Cecidomyiidae	H_0591_Diptera_Lestodiplosis	variable
Miridae	H_0593_Hemiptera_Apolygus	variable
Cecidomyiidae	H_0594_Diptera_Cecidomyiidae	variable
Mycetophilidae	H_0595_Diptera_Mycetophilidae	detritivorous
Unidentified	H_0596_Diptera_Diptera	unidentified
Unidentified	H_0597_Diptera_Diptera	unidentified
Cecidomyiidae	H_0598_Diptera_Cecidomyiidae	variable
Chironomidae	H_0599_Diptera_Chironomus	detritivorous
Ichneumonidae	H_0600_Hymenoptera_Ichneumonidae	predatory/parasitic
Unidentified	H_0601_Hymenoptera_Hymenoptera	unidentified
Mycetophilidae	H_0602_Diptera_Mycetophilidae	detritivorous
Chironomidae	H_0603_Diptera_Chironomidae	detritivorous
Unidentified	H_0604_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0607_Diptera_Diptera	unidentified
Unidentified	H_0608_Neuroptera_Neuroptera	unidentified
Unidentified	H_0609_Coleoptera_Coleoptera	unidentified
Unidentified	H_0610_Hymenoptera_Hymenoptera	unidentified
Halictidae	H_0611_Hymenoptera_Halictidae	herbivorous
Formicidae	H_0612_Hymenoptera_Formica	predatory/parasitic
Armadillidiidae	H_0613_Isopoda_Armadillidium.vulgare	detritivorous
Cymidae	H_0614_Hemiptera_Cymus	herbivorous
Cecidomyiidae	H_0615_Diptera_Aprionus	variable
Mantispidae	H_0617_Neuroptera_Mantispidae	predatory/parasitic
Unidentified	H_0618_Diptera_Diptera	unidentified
Unidentified	H_0619_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0620_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0621_Collembola_Collembola	unidentified
Unidentified	H_0622_Diptera_Diptera	unidentified
Sciaridae	H_0624_Diptera_Sciaridae	detritivorous
Cryptophagidae	H_0625_Coleoptera_Atomaria	variable
Unidentified	H_0626_Diptera_Diptera	unidentified
Tettigoniidae	H_0628_Orthoptera_Ruspolia	variable
Cecidomyiidae	H_0629_Diptera_Cecidomyiidae	variable
Unidentified	H_0630_Hymenoptera_Hymenoptera	unidentified
Sciaridae	H_0631_Diptera_Sciaridae	detritivorous
Cecidomyiidae	H_0632_Diptera_Cecidomyiidae	variable
Unidentified	H_0634_Coleoptera_Coleoptera	unidentified
Unidentified	H_0635_Coleoptera_Coleoptera	unidentified
Ceraphronidae	H_0636_Hymenoptera_Ceraphron	predatory/parasitic
Phoridae	H_0637_Diptera_Phoridae	variable
Unidentified	H_0639_Hymenoptera_Hymenoptera	unidentified
Ephydridae	H_0643_Diptera_Ephydridae	variable
Aleyrodidae	H_0644_Hemiptera_Aleyrodidae	herbivorous
Unidentified	H_0645_Diptera_Diptera	unidentified
Unidentified	H_0646_Diptera_Diptera	unidentified
Unidentified	H_0647_Diptera_Diptera	unidentified
Unidentified	H_0648_Lepidoptera_Lepidoptera	unidentified
Keroplatidae	H_0649_Diptera_Neoplatyura	detritivorous
Cecidomyiidae	H_0650_Diptera_Cecidomyiidae	variable
Formicidae	H_0651_Hymenoptera_Formica	predatory/parasitic
Cecidomyiidae	H_0652_Diptera_Cecidomyiidae	variable
Cecidomyiidae	H_0654_Diptera_Cecidomyiidae	variable
Cecidomyiidae	H_0655_Diptera_Cecidomyiidae	variable
Unidentified	H_0656_Coleoptera_Coleoptera	unidentified
Phoridae	H_0657_Diptera_Megaselia	variable
Cecidomyiidae	H_0658_Diptera_Cecidomyiidae	variable
Unidentified	H_0659_Diptera_Diptera	unidentified
Mycetophilidae	H_0660_Diptera_Mycetophilidae	detritivorous
Entomobryidae	H_0661_Collembola_Homidia	detritivorous
Unidentified	H_0662_Diptera_Diptera	unidentified
Pyralidae	H_0663_Lepidoptera_Pyralidae	herbivorous
Cecidomyiidae	H_0664_Diptera_Cecidomyiidae	variable
Cecidomyiidae	H_0665_Diptera_Cecidomyiidae	variable
Cecidomyiidae	H_0666_Diptera_Cecidomyiidae	variable
Sciaridae	H_0667_Diptera_Sciaridae	detritivorous
Chironomidae	H_0668_Diptera_Chironomidae	detritivorous
Cicadellidae	H_0669_Hemiptera_Cicadellidae	herbivorous
Cecidomyiidae	H_0671_Diptera_Cecidomyiidae	variable
Dolichopodidae	H_0672_Diptera_Medetera	variable
Cecidomyiidae	H_0673_Diptera_Cecidomyiidae	variable
Sciaridae	H_0674_Diptera_Dolichosciara	detritivorous
Tettigoniidae	H_0675_Orthoptera_Tettigoniidae	variable
Gryllidae	H_0676_Orthoptera_Gryllidae	variable
Unidentified	H_0677_Diptera_Diptera	unidentified
Anoeciidae	H_0678_Hemiptera_Anoecia	herbivorous
Sciaridae	H_0679_Diptera_Chaetosciara	detritivorous
Cecidomyiidae	H_0680_Diptera_Cecidomyiidae	variable
Unidentified	H_0681_Diptera_Diptera	unidentified
Unidentified	H_0682_Diptera_Diptera	unidentified
Formicidae	H_0683_Hymenoptera_Formica	predatory/parasitic
Unidentified	H_0684_Coleoptera_Coleoptera	unidentified
Ceraphronidae	H_0685_Hymenoptera_Ceraphronidae	predatory/parasitic
Cicadellidae	H_0686_Hemiptera_Cicadellidae	herbivorous
Unidentified	H_0687_Lepidoptera_Lepidoptera	unidentified
Gryllidae	H_0688_Orthoptera_Loxoblemmus.equestris	variable
Aphididae	H_0690_Hemiptera_Aphididae	herbivorous
Cecidomyiidae	H_0692_Diptera_Cecidomyiidae	variable
Drosophilidae	H_0693_Diptera_Drosophilidae	variable
Cecidomyiidae	H_0694_Diptera_Cecidomyiidae	variable
Unidentified	H_0695_Lepidoptera_Lepidoptera	unidentified
Anoeciidae	H_0697_Hemiptera_Anoecia	herbivorous
Cecidomyiidae	H_0698_Diptera_Lestodiplosis	variable
Unidentified	H_0700_Diptera_Diptera	unidentified
Unidentified	H_0701_Lepidoptera_Lepidoptera	unidentified
Psyllidae	H_0704_Hemiptera_Cacopsylla	herbivorous
Cecidomyiidae	H_0705_Diptera_Cecidomyiidae	variable
Unidentified	H_0707_Diptera_Diptera	unidentified
Gryllidae	H_0708_Orthoptera_Trigonidium	variable
Unidentified	H_0709_Coleoptera_Coleoptera	unidentified
Unidentified	H_0710_Coleoptera_Coleoptera	unidentified
Carabidae	H_0711_Coleoptera_Carabidae	predatory/parasitic
Cecidomyiidae	H_0712_Diptera_Lestodiplosis	variable
Halictophagidae	H_0713_Strepsiptera_Halictophagidae	predatory/parasitic
Unidentified	H_0714_Coleoptera_Coleoptera	unidentified
Eulophidae	H_0715_Hymenoptera_Eulophidae	predatory/parasitic
Unidentified	H_0716_Coleoptera_Coleoptera	unidentified
Unidentified	H_0717_Hemiptera_Hemiptera	unidentified
Trichogrammatidae	H_0718_Hymenoptera_Trichogramma	predatory/parasitic
Tipulidae	H_0719_Diptera_Tipulidae	herbivorous
Delphacidae	H_0720_Hemiptera_Sogatella.furcifera	herbivorous
Aphididae	H_0721_Hemiptera_Aphididae	herbivorous
Aphelinidae	H_0722_Hymenoptera_Encarsia	predatory/parasitic
Gryllidae	H_0723_Orthoptera_Gryllidae	variable
Cicadellidae	H_0724_Hemiptera_Cicadellidae	herbivorous
Scelionidae	H_0725_Hymenoptera_Ceratobaeus	predatory/parasitic
Unidentified	H_0726_Diptera_Diptera	unidentified
Tenthredinidae	H_0727_Hymenoptera_Athalia	herbivorous
Unidentified	H_0728_Lepidoptera_Lepidoptera	unidentified
Noctuidae	H_0729_Lepidoptera_Noctuidae	herbivorous
Cecidomyiidae	H_0730_Diptera_Cecidomyiidae	variable
Mycetophilidae	H_0731_Diptera_Mycetophilidae	detritivorous
Unidentified	H_0732_Coleoptera_Coleoptera	unidentified
Unidentified	H_0733_Coleoptera_Coleoptera	unidentified
Sciaridae	H_0734_Diptera_Sciaridae	detritivorous
Unidentified	H_0736_Diptera_Diptera	unidentified
Unidentified	H_0737_Coleoptera_Coleoptera	unidentified
Eurytomidae	H_0739_Hymenoptera_Eurytomidae	herbivorous
Sciaridae	H_0741_Diptera_Sciaridae	detritivorous
Cecidomyiidae	H_0742_Diptera_Cecidomyiidae	variable
Syrphidae	H_0743_Diptera_Syrphidae	variable
Mycetophilidae	H_0744_Diptera_Mycetophilidae	detritivorous
Cecidomyiidae	H_0745_Diptera_Cecidomyiidae	variable
Cicadellidae	H_0746_Hemiptera_Macrosteles	herbivorous
Formicidae	H_0747_Hymenoptera_Formica	predatory/parasitic
Anthocoridae	H_0748_Hemiptera_Amphiareus	predatory/parasitic
Geometridae	H_0749_Lepidoptera_Geometridae	herbivorous
Unidentified	H_0750_Coleoptera_Coleoptera	unidentified
Cicadellidae	H_0751_Hemiptera_Cicadellidae	herbivorous
Unidentified	H_0752_Diptera_Diptera	unidentified
Sciomyzidae	H_0753_Diptera_Sepedon	predatory/parasitic
Unidentified	H_0754_Lepidoptera_Lepidoptera	unidentified
Aphididae	H_0755_Hemiptera_Aphididae	herbivorous
Monotomidae	H_0757_Coleoptera_Monotoma	detritivorous
Sciaridae	H_0758_Diptera_Sciaridae	detritivorous
Mycetophilidae	H_0759_Diptera_Mycetophilidae	detritivorous
Cicadellidae	H_0760_Hemiptera_Cicadellidae	herbivorous
Sciaridae	H_0762_Diptera_Sciaridae	detritivorous
Formicidae	H_0763_Hymenoptera_Formica.cunicularia	predatory/parasitic
Cicadellidae	H_0764_Hemiptera_Empoasca	herbivorous
Unidentified	H_0766_Coleoptera_Coleoptera	unidentified
Cicadellidae	H_0767_Hemiptera_Cicadellidae	herbivorous
Unidentified	H_0770_Lepidoptera_Lepidoptera	unidentified
Sciaridae	H_0772_Diptera_Sciaridae	detritivorous
Cecidomyiidae	H_0773_Diptera_Cecidomyiidae	variable
Acrididae	H_0774_Orthoptera_Oxya	herbivorous
Unidentified	H_0775_Hymenoptera_Hymenoptera	unidentified
Noctuidae	H_0777_Lepidoptera_Noctuidae	herbivorous
Miridae	H_0778_Hemiptera_Miridae	variable
Sciaridae	H_0779_Diptera_Sciaridae	detritivorous
Unidentified	H_0781_Collembola_Collembola	unidentified
Unidentified	H_0782_Diptera_Diptera	unidentified
Aphididae	H_0783_Hemiptera_Tuberculatus	herbivorous
Formicidae	H_0787_Hymenoptera_Dolichoderus	predatory/parasitic
Unidentified	H_0789_Diptera_Diptera	unidentified
Lygaeidae	H_0790_Hemiptera_Geocoris	variable
Unidentified	H_0791_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0792_Diptera_Diptera	unidentified
Chironomidae	H_0793_Diptera_Chironomidae	detritivorous
Cecidomyiidae	H_0794_Diptera_Cecidomyiidae	variable
Cecidomyiidae	H_0795_Diptera_Cecidomyiidae	variable
Cecidomyiidae	H_0796_Diptera_Cecidomyiidae	variable
Cecidomyiidae	H_0797_Diptera_Cecidomyiidae	variable
Proctotrupidae	H_0798_Hymenoptera_Exallonyx	predatory/parasitic
Aphididae	H_0799_Hemiptera_Aphididae	herbivorous
Unidentified	H_0800_Diptera_Diptera	unidentified
Unidentified	H_0801_Lepidoptera_Lepidoptera	unidentified
Aphididae	H_0802_Hemiptera_Aphididae	herbivorous
Cecidomyiidae	H_0803_Diptera_Cecidomyiidae	variable
Cicadellidae	H_0804_Hemiptera_Limassolla	herbivorous
Sciaridae	H_0805_Diptera_Sciaridae	detritivorous
Aleyrodidae	H_0806_Hemiptera_Bemisia.tabaci	herbivorous
Noctuidae	H_0807_Lepidoptera_Mythimna.separata	herbivorous
Cecidomyiidae	H_0808_Diptera_Cecidomyiidae	variable
Ceratopogonidae	H_0810_Diptera_Culicoides	predatory/parasitic
Formicidae	H_0811_Hymenoptera_Formica	predatory/parasitic
Phlaeothripidae	H_0812_Thysanoptera_Phlaeothripidae	herbivorous
Issidae	H_0813_Hemiptera_Issidae	herbivorous
Unidentified	H_0814_Diptera_Diptera	unidentified
Unidentified	H_0815_Lepidoptera_Lepidoptera	unidentified
Phoridae	H_0817_Diptera_Phoridae	variable
Unidentified	H_0818_Hymenoptera_Hymenoptera	unidentified
Ceraphronidae	H_0819_Hymenoptera_Ceraphron	predatory/parasitic
Coreidae	H_0820_Hemiptera_Coreidae	herbivorous
Ceraphronidae	H_0821_Hymenoptera_Ceraphronidae	predatory/parasitic
Cecidomyiidae	H_0822_Diptera_Cecidomyiidae	variable
Formicidae	H_0823_Hymenoptera_Formicidae	predatory/parasitic
Unidentified	H_0824_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0825_Diptera_Diptera	unidentified
Aphididae	H_0826_Hemiptera_Aphididae	herbivorous
Unidentified	H_0828_Diptera_Diptera	unidentified
Cecidomyiidae	H_0829_Diptera_Rhopalomyia	variable
Eulophidae	H_0830_Hymenoptera_Eulophidae	predatory/parasitic
Coreidae	H_0831_Hemiptera_Coreidae	herbivorous
Unidentified	H_0832_Hymenoptera_Hymenoptera	unidentified
Lauxaniidae	H_0833_Diptera_Homoneura	detritivorous
Cecidomyiidae	H_0834_Diptera_Cecidomyiidae	variable
Unidentified	H_0835_Coleoptera_Coleoptera	unidentified
Culicidae	H_0836_Diptera_Culicidae	predatory/parasitic
Unidentified	H_0838_Diptera_Diptera	unidentified
Cecidomyiidae	H_0839_Diptera_Cecidomyiidae	variable
Gryllidae	H_0840_Orthoptera_Polionemobius	variable
Aleyrodidae	H_0841_Hemiptera_Bemisia	herbivorous
Unidentified	H_0842_Diptera_Diptera	unidentified
Sciaridae	H_0843_Diptera_Sciaridae	detritivorous
Formicidae	H_0844_Hymenoptera_Formica	predatory/parasitic
Entomobryidae	H_0845_Collembola_Homidia	detritivorous
Cecidomyiidae	H_0846_Diptera_Cecidomyiidae	variable
Unidentified	H_0847_Diptera_Diptera	unidentified
Unidentified	H_0849_Diptera_Diptera	unidentified
Aphididae	H_0850_Hemiptera_Aphididae	herbivorous
Aphididae	H_0852_Hemiptera_Aphididae	herbivorous
Aphididae	H_0853_Hemiptera_Chaitophorus	herbivorous
Unidentified	H_0855_Diptera_Diptera	unidentified
Cecidomyiidae	H_0856_Diptera_Cecidomyiidae	variable
Unidentified	H_0857_Diptera_Diptera	unidentified
Sciaridae	H_0858_Diptera_Sciaridae	detritivorous
Cecidomyiidae	H_0859_Diptera_Cecidomyiidae	variable
Cecidomyiidae	H_0861_Diptera_Cecidomyiidae	variable
Ceraphronidae	H_0862_Hymenoptera_Ceraphronidae	predatory/parasitic
Unidentified	H_0864_Diptera_Diptera	unidentified
Unidentified	H_0865_Coleoptera_Coleoptera	unidentified
Dolichopodidae	H_0866_Diptera_Chrysotus	variable
Cecidomyiidae	H_0867_Diptera_Cecidomyiidae	variable
Limoniidae	H_0869_Diptera_Limoniidae	variable
Unidentified	H_0870_Lepidoptera_Lepidoptera	unidentified
Cecidomyiidae	H_0871_Diptera_Cecidomyiidae	variable
Unidentified	H_0872_Diptera_Diptera	unidentified
Unidentified	H_0873_Diptera_Diptera	unidentified
Unidentified	H_0874_Hemiptera_Hemiptera	unidentified
Unidentified	H_0875_Diptera_Diptera	unidentified
Unidentified	H_0876_Diptera_Diptera	unidentified
Formicidae	H_0878_Hymenoptera_Formica	predatory/parasitic
Delphacidae	H_0879_Hemiptera_Delphacidae	herbivorous
Eulophidae	H_0880_Hymenoptera_Eulophidae	predatory/parasitic
Unidentified	H_0881_Hymenoptera_Hymenoptera	unidentified
Ichneumonidae	H_0882_Hymenoptera_Ichneumonidae	predatory/parasitic
Unidentified	H_0883_Diptera_Diptera	unidentified
Cecidomyiidae	H_0884_Diptera_Cecidomyiidae	variable
Unidentified	H_0885_Diptera_Diptera	unidentified
Unidentified	H_0886_Diptera_Diptera	unidentified
Gryllidae	H_0888_Orthoptera_Gryllidae	variable
Unidentified	H_0889_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0890_Lepidoptera_Lepidoptera	unidentified
Cecidomyiidae	H_0893_Diptera_Cecidomyiidae	variable
Acrididae	H_0894_Orthoptera_Acrida	herbivorous
Unidentified	H_0895_Lepidoptera_Lepidoptera	unidentified
Formicidae	H_0896_Hymenoptera_Formicidae	predatory/parasitic
Unidentified	H_0897_Hemiptera_Hemiptera	unidentified
Aphididae	H_0898_Hemiptera_Aphididae	herbivorous
Cecidomyiidae	H_0899_Diptera_Cecidomyiidae	variable
Peripsocidae	H_0900_Psocoptera_Peripsocidae	detritivorous
Empididae	H_0903_Diptera_Rhamphomyia	predatory/parasitic
Braconidae	H_0904_Hymenoptera_Braconidae	predatory/parasitic
Drosophilidae	H_0905_Diptera_Drosophilidae	variable
Chrysomelidae	H_0906_Coleoptera_Chrysolina.aurichalcea	herbivorous
Unidentified	H_0907_Hymenoptera_Hymenoptera	unidentified
Noctuidae	H_0908_Lepidoptera_Ctenoplusia	herbivorous
Entomobryidae	H_0909_Collembola_Homidia	detritivorous
Unidentified	H_0910_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0911_Diptera_Diptera	unidentified
Ichneumonidae	H_0912_Hymenoptera_Ichneumonidae	predatory/parasitic
Cecidomyiidae	H_0913_Diptera_Lestodiplosis	variable
Formicidae	H_0914_Hymenoptera_Formicidae	predatory/parasitic
Unidentified	H_0915_Hemiptera_Hemiptera	unidentified
Acrididae	H_0916_Orthoptera_Acrida	herbivorous
Cecidomyiidae	H_0917_Diptera_Cecidomyiidae	variable
Ichneumonidae	H_0918_Hymenoptera_Ichneumonidae	predatory/parasitic
Phoridae	H_0919_Diptera_Phoridae	variable
Delphacidae	H_0920_Hemiptera_Laodelphax.striatellus	herbivorous
Cecidomyiidae	H_0921_Diptera_Cecidomyiidae	variable
Gryllidae	H_0922_Orthoptera_Dianemobius	variable
Tipulidae	H_0923_Diptera_Tipulidae	herbivorous
Chrysomelidae	H_0924_Coleoptera_Chrysomelidae	herbivorous
Entomobryidae	H_0925_Collembola_Homidia	detritivorous
Formicidae	H_0926_Hymenoptera_Formicidae	predatory/parasitic
Cecidomyiidae	H_0927_Diptera_Cecidomyiidae	variable
Gryllidae	H_0928_Orthoptera_Gryllidae	variable
Chrysomelidae	H_0929_Coleoptera_Chrysomelidae	herbivorous
Unidentified	H_0930_Hymenoptera_Hymenoptera	unidentified
Cecidomyiidae	H_0932_Diptera_Cecidomyiidae	variable
Cecidomyiidae	H_0934_Diptera_Cecidomyiidae	variable
Acrididae	H_0935_Orthoptera_Acrididae	herbivorous
Tingidae	H_0936_Hemiptera_Corythucha.marmorata	herbivorous
Cecidomyiidae	H_0937_Diptera_Cecidomyiidae	variable
Unidentified	H_0939_Hemiptera_Hemiptera	unidentified
Cecidomyiidae	H_0940_Diptera_Cecidomyiidae	variable
Formicidae	H_0941_Hymenoptera_Formica	predatory/parasitic
Sciaridae	H_0942_Diptera_Sciaridae	detritivorous
Sphaeroceridae	H_0943_Diptera_Sphaeroceridae	detritivorous
Empididae	H_0944_Diptera_Empididae	predatory/parasitic
Cecidomyiidae	H_0945_Diptera_Cecidomyiidae	variable
Mycetophilidae	H_0946_Diptera_Mycetophilidae	detritivorous
Cecidomyiidae	H_0947_Diptera_Cecidomyiidae	variable
Cecidomyiidae	H_0948_Diptera_Cecidomyiidae	variable
Cecidomyiidae	H_0949_Diptera_Cecidomyiidae	variable
Gryllidae	H_0950_Orthoptera_Trigonidium	variable
Dolichopodidae	H_0951_Diptera_Dolichopodidae	variable
Phoridae	H_0952_Diptera_Phoridae	variable
Ceraphronidae	H_0954_Hymenoptera_Ceraphron	predatory/parasitic
Miridae	H_0955_Hemiptera_Europiella	variable
Unidentified	H_0956_Diptera_Diptera	unidentified
Sciaridae	H_0957_Diptera_Sciaridae	detritivorous
Hypogastruridae	H_0958_Collembola_Hypogastruridae	detritivorous
Cecidomyiidae	H_0959_Diptera_Cecidomyiidae	variable
Aphididae	H_0960_Hemiptera_Aphididae	herbivorous
Unidentified	H_0962_Diptera_Diptera	unidentified
Unidentified	H_0964_Diptera_Diptera	unidentified
Cecidomyiidae	H_0967_Diptera_Cecidomyiidae	variable
Cicadellidae	H_0968_Hemiptera_Cicadellidae	herbivorous
Unidentified	H_0969_Hemiptera_Hemiptera	unidentified
Cecidomyiidae	H_0970_Diptera_Cecidomyiidae	variable
Unidentified	H_0971_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0972_Hemiptera_Hemiptera	unidentified
Cicadellidae	H_0973_Hemiptera_Cicadellidae	herbivorous
Unidentified	H_0974_Diptera_Diptera	unidentified
Unidentified	H_0975_Diptera_Diptera	unidentified
Gryllidae	H_0977_Orthoptera_Velarifictorus.ornatus	variable
Cecidomyiidae	H_0978_Diptera_Cecidomyiidae	variable
Sciaridae	H_0979_Diptera_Sciaridae	detritivorous
Dolichopodidae	H_0980_Diptera_Dolichopus	variable
Unidentified	H_0982_Diptera_Diptera	unidentified
Cecidomyiidae	H_0983_Diptera_Cecidomyiidae	variable
Ceraphronidae	H_0984_Hymenoptera_Ceraphronidae	predatory/parasitic
Cicadellidae	H_0985_Hemiptera_Cicadellidae	herbivorous
Chironomidae	H_0986_Diptera_Chironomidae	detritivorous
Cecidomyiidae	H_0987_Diptera_Cecidomyiidae	variable
Acrididae	H_0989_Orthoptera_Oedaleus	herbivorous
Formicidae	H_0990_Hymenoptera_Formica	predatory/parasitic
Ceraphronidae	H_0991_Hymenoptera_Ceraphron	predatory/parasitic
Cecidomyiidae	H_0992_Diptera_Cecidomyiidae	variable
Unidentified	H_0993_Hemiptera_Hemiptera	unidentified
Noctuidae	H_0995_Lepidoptera_Spodoptera	herbivorous
Ceraphronidae	H_0996_Hymenoptera_Ceraphronidae	predatory/parasitic
Noctuidae	H_0997_Lepidoptera_Helicoverpa	herbivorous
Sciaridae	H_0998_Diptera_Sciara	detritivorous
Limoniidae	H_1000_Diptera_Limoniidae	variable
Mycetophilidae	H_1001_Diptera_Mycetophilidae	detritivorous
Aphididae	H_1002_Hemiptera_Aphididae	herbivorous
Unidentified	H_1004_Diptera_Diptera	unidentified
Crambidae	H_1005_Lepidoptera_Crambidae	herbivorous
Cecidomyiidae	H_1007_Diptera_Cecidomyiidae	variable
Cantharidae	H_1009_Coleoptera_Cantharidae	predatory/parasitic
Unidentified	H_1010_Diptera_Diptera	unidentified
Unidentified	H_1011_Diptera_Diptera	unidentified
Unidentified	H_1012_Coleoptera_Coleoptera	unidentified
Braconidae	H_1013_Hymenoptera_Braconidae	predatory/parasitic
Unidentified	H_1015_Diptera_Diptera	unidentified
Cicadellidae	H_1016_Hemiptera_Kolla	herbivorous
Unidentified	H_1017_Coleoptera_Coleoptera	unidentified
Formicidae	H_1018_Hymenoptera_Formica	predatory/parasitic
Unidentified	H_1020_Coleoptera_Coleoptera	unidentified
Ceraphronidae	H_1022_Hymenoptera_Ceraphronidae	predatory/parasitic
Cecidomyiidae	H_1023_Diptera_Cecidomyiidae	variable
Ichneumonidae	H_1024_Hymenoptera_Ichneumonidae	predatory/parasitic
Formicidae	H_1025_Hymenoptera_Formica	predatory/parasitic
Sciaridae	H_1026_Diptera_Sciaridae	detritivorous
Unidentified	H_1027_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_1028_Hemiptera_Hemiptera	unidentified
Unidentified	H_1031_Lepidoptera_Lepidoptera	unidentified
Chironomidae	H_1032_Diptera_Chironomidae	detritivorous
Pteromalidae	H_1034_Hymenoptera_Pteromalidae	predatory/parasitic
