hexa_id	family	diet	Argiope_bruennichi	Leucauge_blanda	Tetragnatha_praedonia	Larinia_argiopiformis	Ebrechtella_tricuspidata	Oxyopes_sertatus	Clubiona_sp.	Nephila_clavata	Cyclosa_sedeculata	Xysticus_sp.	Neriene_radiata	Mendoza_elongata	Salticidae_sp.3	Salticidae_sp.6	Sitticus_sp.	Oxytate_striatipes	Myrmarachne_sp.	Thomisus_labefactus	Neoscona_scylloides	Cheiracanthium_japonicum	Araneus_abscissus	Linyphiidae_sp.5	Salticidae_sp.1	Salticidae_sp.2	Cyrtarachne_nagasakiensis	Oxyopes_badius	Neoscona_adianta
H_0425_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0426_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0439_Diptera_Diptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0440_Coleoptera_Coleoptera	Unidentified	unidentified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0442_Hemiptera_Aleyrodidae	Aleyrodidae	herbivorous	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0444_Hemiptera_Cicadellidae	Cicadellidae	herbivorous	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0446_Diptera_Sciaridae	Sciaridae	detritivorous	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0455_Hemiptera_Rhopalidae	Rhopalidae	herbivorous	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0456_Hemiptera_Eysarcoris	Pentatomidae	herbivorous	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0457_Hemiptera_Empoascanara	Cicadellidae	herbivorous	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
H_0465_Diptera_Forcipomyia	Ceratopogonidae	predatory/parasitic	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0471_Lepidoptera_Lepidoptera	Unidentified	unidentified	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0474_Coleoptera_Coleoptera	Unidentified	unidentified	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0479_Hemiptera_Hyperomyzus.carduellinus	Aphididae	herbivorous	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0480_Diptera_Diptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0484_Hymenoptera_Ceraphronidae	Ceraphronidae	predatory/parasitic	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0487_Collembola_Homidia	Entomobryidae	detritivorous	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0489_Coleoptera_Sericoderus	Corylophidae	detritivorous	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0495_Coleoptera_Staphylinidae	Staphylinidae	variable	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0502_Hemiptera_Bemisia	Aleyrodidae	herbivorous	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0506_Diptera_Diptera	Unidentified	unidentified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0508_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
H_0511_Hemiptera_Dictyopharidae	Dictyopharidae	herbivorous	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0514_Coleoptera_Coleoptera	Unidentified	unidentified	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0515_Diptera_Culicoides	Ceratopogonidae	predatory/parasitic	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0516_Hemiptera_Greenidea	Aphididae	herbivorous	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0518_Diptera_Diptera	Unidentified	unidentified	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0524_Diptera_Diptera	Unidentified	unidentified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0525_Lepidoptera_Lepidoptera	Unidentified	unidentified	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0527_Diptera_Diptera	Unidentified	unidentified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0531_Hemiptera_Hemiptera	Unidentified	unidentified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0533_Hymenoptera_Formica	Formicidae	predatory/parasitic	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0534_Diptera_Cecidomyiidae	Cecidomyiidae	variable	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0535_Diptera_Diptera	Unidentified	unidentified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0536_Lepidoptera_Lepidoptera	Unidentified	unidentified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0538_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0539_Coleoptera_Staphylinidae	Staphylinidae	variable	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0540_Diptera_Pseudolycoriella	Sciaridae	detritivorous	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
H_0545_Hemiptera_Bothrogonia	Cicadellidae	herbivorous	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0553_Diptera_Diptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0556_Hymenoptera_Lasius	Formicidae	predatory/parasitic	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
H_0557_Neuroptera_Neuroptera	Unidentified	unidentified	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0558_Diptera_Dolichopus.bigeniculatus	Dolichopodidae	variable	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0560_Lepidoptera_Lepidoptera	Unidentified	unidentified	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0562_Hymenoptera_Argidae	Argidae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0565_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0566_Diptera_Megaselia	Phoridae	variable	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0571_Lepidoptera_Noctuidae	Noctuidae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0578_Hymenoptera_Lasius	Formicidae	predatory/parasitic	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0587_Diptera_Diptera	Unidentified	unidentified	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0591_Diptera_Lestodiplosis	Cecidomyiidae	variable	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0594_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0599_Diptera_Chironomus	Chironomidae	detritivorous	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0600_Hymenoptera_Ichneumonidae	Ichneumonidae	predatory/parasitic	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0612_Hymenoptera_Formica	Formicidae	predatory/parasitic	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0613_Isopoda_Armadillidium.vulgare	Armadillidiidae	detritivorous	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0620_Lepidoptera_Lepidoptera	Unidentified	unidentified	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H_0621_Collembola_Collembola	Unidentified	unidentified	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0628_Orthoptera_Ruspolia	Tettigoniidae	variable	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0629_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0634_Coleoptera_Coleoptera	Unidentified	unidentified	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0635_Coleoptera_Coleoptera	Unidentified	unidentified	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0636_Hymenoptera_Ceraphron	Ceraphronidae	predatory/parasitic	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0637_Diptera_Phoridae	Phoridae	variable	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0646_Diptera_Diptera	Unidentified	unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
H_0647_Diptera_Diptera	Unidentified	unidentified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0651_Hymenoptera_Formica	Formicidae	predatory/parasitic	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0652_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0654_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0655_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0656_Coleoptera_Coleoptera	Unidentified	unidentified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0658_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0663_Lepidoptera_Pyralidae	Pyralidae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0666_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0671_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0672_Diptera_Medetera	Dolichopodidae	variable	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0673_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0680_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0681_Diptera_Diptera	Unidentified	unidentified	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0682_Diptera_Diptera	Unidentified	unidentified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0683_Hymenoptera_Formica	Formicidae	predatory/parasitic	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0684_Coleoptera_Coleoptera	Unidentified	unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
H_0685_Hymenoptera_Ceraphronidae	Ceraphronidae	predatory/parasitic	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0692_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0693_Diptera_Drosophilidae	Drosophilidae	variable	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0710_Coleoptera_Coleoptera	Unidentified	unidentified	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0712_Diptera_Lestodiplosis	Cecidomyiidae	variable	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0714_Coleoptera_Coleoptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0726_Diptera_Diptera	Unidentified	unidentified	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0731_Diptera_Mycetophilidae	Mycetophilidae	detritivorous	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0733_Coleoptera_Coleoptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0734_Diptera_Sciaridae	Sciaridae	detritivorous	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0736_Diptera_Diptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0737_Coleoptera_Coleoptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0739_Hymenoptera_Eurytomidae	Eurytomidae	herbivorous	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0745_Diptera_Cecidomyiidae	Cecidomyiidae	variable	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0746_Hemiptera_Macrosteles	Cicadellidae	herbivorous	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0747_Hymenoptera_Formica	Formicidae	predatory/parasitic	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0748_Hemiptera_Amphiareus	Anthocoridae	predatory/parasitic	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0749_Lepidoptera_Geometridae	Geometridae	herbivorous	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H_0750_Coleoptera_Coleoptera	Unidentified	unidentified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0763_Hymenoptera_Formica.cunicularia	Formicidae	predatory/parasitic	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0764_Hemiptera_Empoasca	Cicadellidae	herbivorous	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0770_Lepidoptera_Lepidoptera	Unidentified	unidentified	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0772_Diptera_Sciaridae	Sciaridae	detritivorous	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0773_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0779_Diptera_Sciaridae	Sciaridae	detritivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0787_Hymenoptera_Dolichoderus	Formicidae	predatory/parasitic	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0793_Diptera_Chironomidae	Chironomidae	detritivorous	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0795_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
H_0810_Diptera_Culicoides	Ceratopogonidae	predatory/parasitic	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0811_Hymenoptera_Formica	Formicidae	predatory/parasitic	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0817_Diptera_Phoridae	Phoridae	variable	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0818_Hymenoptera_Hymenoptera	Unidentified	unidentified	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0820_Hemiptera_Coreidae	Coreidae	herbivorous	0	0	0	1	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0821_Hymenoptera_Ceraphronidae	Ceraphronidae	predatory/parasitic	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0828_Diptera_Diptera	Unidentified	unidentified	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0829_Diptera_Rhopalomyia	Cecidomyiidae	variable	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0830_Hymenoptera_Eulophidae	Eulophidae	predatory/parasitic	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0831_Hemiptera_Coreidae	Coreidae	herbivorous	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0840_Orthoptera_Polionemobius	Gryllidae	variable	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0842_Diptera_Diptera	Unidentified	unidentified	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0843_Diptera_Sciaridae	Sciaridae	detritivorous	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0844_Hymenoptera_Formica	Formicidae	predatory/parasitic	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0845_Collembola_Homidia	Entomobryidae	detritivorous	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0846_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0847_Diptera_Diptera	Unidentified	unidentified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0858_Diptera_Sciaridae	Sciaridae	detritivorous	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0859_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0861_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0873_Diptera_Diptera	Unidentified	unidentified	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0876_Diptera_Diptera	Unidentified	unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
H_0893_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0897_Hemiptera_Hemiptera	Unidentified	unidentified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0899_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0907_Hymenoptera_Hymenoptera	Unidentified	unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0912_Hymenoptera_Ichneumonidae	Ichneumonidae	predatory/parasitic	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0913_Diptera_Lestodiplosis	Cecidomyiidae	variable	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0914_Hymenoptera_Formicidae	Formicidae	predatory/parasitic	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0915_Hemiptera_Hemiptera	Unidentified	unidentified	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0916_Orthoptera_Acrida	Acrididae	herbivorous	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0917_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0918_Hymenoptera_Ichneumonidae	Ichneumonidae	predatory/parasitic	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0919_Diptera_Phoridae	Phoridae	variable	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0936_Hemiptera_Corythucha.marmorata	Tingidae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0937_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0940_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0941_Hymenoptera_Formica	Formicidae	predatory/parasitic	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0942_Diptera_Sciaridae	Sciaridae	detritivorous	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0955_Hemiptera_Europiella	Miridae	variable	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0957_Diptera_Sciaridae	Sciaridae	detritivorous	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0959_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0983_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0984_Hymenoptera_Ceraphronidae	Ceraphronidae	predatory/parasitic	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0985_Hemiptera_Cicadellidae	Cicadellidae	herbivorous	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0987_Diptera_Cecidomyiidae	Cecidomyiidae	variable	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0989_Orthoptera_Oedaleus	Acrididae	herbivorous	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0990_Hymenoptera_Formica	Formicidae	predatory/parasitic	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H_0991_Hymenoptera_Ceraphron	Ceraphronidae	predatory/parasitic	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
