species	Seq.No.	date	month	male	age	bodysize	No.	order	Family	genus	species.y	ecology
ササグモ	S45_S_169	2018.04.18-025	4	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_527	2018.10.19-103	10	2	2	4.52	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_177	2018.04.27-001	4	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_071	2018.08.22-045	8	0	3	8.98	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_022	2018.09.11-022	9	2	2	4.69	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_062	2018.09.11-062	9	2	2	5.02	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_066	2018.09.11-066	9	2	2	5.57	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_090	2018.09.13-018	9	2	2	5.04	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_533	2018.10.19-109	10	2	2	5.77	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_108	2018.09.13-036	9	2	2	4.85	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_109	2018.09.13-037	9	2	2	4.73	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_145	2018.09.25-025	9	2	2	5.63	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_101	2018.09.13-029	9	2	2	4.87	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_156	2018.09.25-036	9	2	2	4.97	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_187	2018.09.25-067	9	2	2	5.84	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_036	2018.09.11-036	9	2	2	3.77	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_151	2018.09.25-031	9	2	2	5.68	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_292	2018.04.27-116	4	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_045	2018.09.11-045	9	2	2	5.28	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_046	2018.09.11-046	9	2	2	4.62	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_709	2018.05.17-125	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_739	2018.05.17-155	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_757	2018.05.17-173	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_265	2018.10.16-041	10	2	2	4.82	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_274	2018.10.16-050	10	2	2	4.63	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_063	2018.06.12-063	6	-	-	10.9	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_144	2018.06.19-008	6	-	-	7.05	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_168	2018.06.19-032	6	-	-	9.81	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_248	2018.07.17-024	7	-	-	10.2	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_376	2018.07.17-152	7	-	-	10.5	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_648	2018.08.20-048	8	-	-	9.36	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_661	2018.08.20-061	8	-	-	2.91	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_136	2018.04.17-136	4	2	2	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_605	2018.08.20-005	8	-	-	4.09	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_122	2018.09.25-002	9	2	2	4.9	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_130	2018.09.25-010	9	2	2	5.65	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_133	2018.09.25-013	9	2	2	4.85	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_137	2018.09.25-017	9	2	2	6.13	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_139	2018.09.25-019	9	2	2	5.54	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_142	2018.09.25-022	9	2	2	4.9	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_144	2018.09.25-024	9	2	2	5.68	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_026	2018.09.11-026	9	2	2	5.26	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_150	2018.09.25-030	9	2	2	5.49	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_038	2018.09.11-038	9	2	2	4.93	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_056	2018.09.11-056	9	2	2	5.26	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_653	2018.08.20-053	8	-	-	4.28	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_717	2018.08.21-037	8	-	-	3.17	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_008	2018.09.11-008	9	2	2	3.96	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_540	2018.10.19-116	10	2	2	5.91	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_545	2018.10.19-121	10	2	2	5.6	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_110	2018.09.13-038	9	2	2	3.9	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_161	2018.09.25-041	9	2	2	4.97	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_169	2018.09.25-049	9	2	2	4.99	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_179	2018.09.25-059	9	2	2	5.77	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_180	2018.09.25-060	9	2	2	5.7	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_710	2018.05.17-126	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_260	2018.10.16-036	10	2	2	5.51	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_183	2018.04.27-007	4	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_286	2018.10.16-062	10	2	2	5.6	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_299	2018.10.17-003	10	2	2	6.25	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_311	2018.10.17-015	10	2	2	5.59	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_317	2018.10.17-021	10	2	2	6.06	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_324	2018.10.17-028	10	2	2	5.64	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_348	2018.10.17-052	10	2	2	5.94	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_361	2018.10.17-065	10	2	2	6.58	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_402	2018.10.17-106	10	2	2	5.5	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_445	2018.10.19-021	10	2	2	5.83	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_196	2018.06.22-020	6	-	-	10	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_009	2018.04.17-009	4	2	2	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_547	2018.10.19-123	10	2	2	6.03	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_553	2018.10.19-129	10	2	2	6.03	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_114	2018.04.17-114	4	2	2	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_585	2018.11.12-001	11	2	2	5.72	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_117	2018.09.13-045	9	2	2	4.42	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_625	2018.11.12-041	11	2	2	5.23	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_643	2018.11.12-059	11	2	2	5.96	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_668	2018.11.13-004	11	2	2	5.84	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_680	2018.11.13-016	11	2	2	5.06	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_698	2018.11.13-034	11	2	2	6.1	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_732	2018.11.15-004	11	2	2	5.46	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_193	2018.04.27-017	4	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_149	2018.09.25-029	9	0	4	7.69	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_238	2018.04.27-062	4	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_154	2018.09.25-034	9	2	2	4.99	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_318	2018.05.11-014	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_386	2018.05.14-026	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_611	2018.05.17-027	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_613	2018.05.17-029	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_620	2018.05.17-036	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_645	2018.05.17-061	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_660	2018.05.17-076	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_681	2018.05.17-097	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_682	2018.05.17-098	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_685	2018.05.17-101	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_687	2018.05.17-103	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_201	2018.09.25-081	9	2	2	5.8	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_357	2018.10.17-061	10	2	2	6.39	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_713	2018.05.17-129	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_721	2018.05.17-137	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_731	2018.05.17-147	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_735	2018.05.17-151	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_740	2018.05.17-156	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_741	2018.05.17-157	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_747	2018.05.17-163	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_013	2018.06.12-013	6	-	-	8.68	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_039	2018.06.12-039	6	-	-	8.09	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_381	2018.10.17-085	10	2	2	5.52	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_382	2018.10.17-086	10	2	2	4.83	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_383	2018.10.17-087	10	2	2	5.64	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_385	2018.10.17-089	10	2	2	4.76	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_387	2018.10.17-091	10	2	2	6.09	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_554	2018.10.19-130	10	2	2	5.89	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_327	2018.10.17-031	10	2	2	5.35	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_616	2018.11.12-032	11	2	2	6.01	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_394	2018.10.17-098	10	2	2	6.3	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_399	2018.10.17-103	10	2	2	5.12	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_403	2018.10.17-107	10	2	2	6.65	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_617	2018.08.20-017	8	-	-	3.95	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_620	2018.08.20-020	8	-	-	2.96	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_623	2018.08.20-023	8	-	-	3.74	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_626	2018.08.20-026	8	-	-	3.59	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_194	2018.04.27-018	4	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_635	2018.08.20-035	8	-	-	9.34	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_286	2018.04.27-110	4	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_642	2018.08.20-042	8	-	-	2.84	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_651	2018.08.20-051	8	-	-	3.07	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_655	2018.08.20-055	8	-	-	3.17	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_731	2018.08.22-003	8	-	-	4.07	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_757	2018.08.22-029	8	-	-	8.91	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_003	2018.09.11-003	9	2	2	5.28	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_007	2018.09.11-007	9	2	2	5.5	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_013	2018.09.11-013	9	2	2	4.67	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_014	2018.09.11-014	9	2	2	5.45	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_016	2018.09.11-016	9	2	2	5.54	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_018	2018.09.11-018	9	2	2	4.36	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S45_S_688	2018.05.17-104	5	-	-	-	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_033	2018.09.11-033	9	2	2	4.88	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_039	2018.09.11-039	9	2	2	4.64	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_040	2018.09.11-040	9	2	2	4.55	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_044	2018.09.11-044	9	2	2	5.07	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_460	2018.10.19-036	10	2	2	5.31	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_464	2018.10.19-040	10	2	2	5.26	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_048	2018.09.11-048	9	2	2	5.14	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_055	2018.09.11-055	9	2	2	4.36	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_060	2018.09.11-060	9	2	2	4.88	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_061	2018.09.11-061	9	2	2	4.72	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_064	2018.09.11-064	9	2	2	5.8	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_075	2018.09.13-003	9	2	2	5.11	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_079	2018.09.13-007	9	2	2	4.37	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_082	2018.09.13-010	9	2	2	4.7	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_097	2018.09.13-025	9	2	2	5.41	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_098	2018.09.13-026	9	2	2	4.82	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_099	2018.09.13-027	9	2	2	4.35	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_102	2018.09.13-030	9	2	2	4.26	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_487	2018.10.19-063	10	2	2	5.47	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_494	2018.10.19-070	10	2	2	6.28	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_499	2018.10.19-075	10	2	2	5.77	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_501	2018.10.19-077	10	2	2	6.03	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_510	2018.10.19-086	10	2	2	6.22	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_694	2018.11.13-030	11	2	2	6.15	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_515	2018.10.19-091	10	2	2	5.58	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_713	2018.11.13-049	11	2	2	6.01	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_718	2018.11.13-054	11	2	2	5.46	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_727	2018.11.13-063	11	2	2	6.67	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_729	2018.11.15-001	11	2	2	5.3	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_528	2018.10.19-104	10	2	2	6.48	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_529	2018.10.19-105	10	2	2	5.86	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_737	2018.11.15-009	11	2	2	6.48	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_534	2018.10.19-110	10	2	2	6.34	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_741	2018.11.15-013	11	2	2	5.65	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_750	2018.11.15-022	11	2	2	5.6	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_761	2018.11.15-033	11	2	2	5.67	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_185	2018.09.25-065	9	2	2	5.77	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_188	2018.09.25-068	9	2	2	4.85	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_204	2018.09.25-084	9	2	2	5.37	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_210	2018.09.25-090	9	2	2	5.51	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_211	2018.09.25-091	9	2	2	5.68	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_568	2018.10.19-144	10	2	2	5.79	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_569	2018.10.19-145	10	2	2	5.82	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_574	2018.10.19-150	10	2	2	6.05	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_576	2018.10.19-152	10	2	2	4.75	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_578	2018.10.19-154	10	2	2	6.12	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_580	2018.10.19-156	10	2	2	5.46	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_583	2018.10.19-159	10	2	2	6.27	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_587	2018.11.12-003	11	2	2	5.32	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_589	2018.11.12-005	11	2	2	5.98	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_593	2018.11.12-009	11	2	2	5.68	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_595	2018.11.12-011	11	2	2	5.8	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_476	2018.10.19-052	10	2	2	5.9	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_479	2018.10.19-055	10	2	2	5.66	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_601	2018.11.12-017	11	2	2	5.65	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_602	2018.11.12-018	11	2	2	6.41	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_616	2018.08.20-016	8	-	-	3.24	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S44_S_625	2018.08.20-025	8	-	-	3.59	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_624	2018.11.12-040	11	2	2	4.85	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_632	2018.11.12-048	11	2	2	5.82	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_633	2018.11.12-049	11	2	2	6.5	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_637	2018.11.12-053	11	2	2	6.24	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_638	2018.11.12-054	11	2	2	5.65	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_640	2018.11.12-056	11	2	2	5.75	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_642	2018.11.12-058	11	2	2	5.44	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_645	2018.11.12-061	11	2	2	5.58	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
ササグモ	S43_S_650	2018.11.12-066	11	2	2	5.89	37	Araneae	Oxyopidae	Oxyope	Oxyopes_sertatus	free-living
